igre,disciplina,mesto,drzava,ime,rezultat 
Salt Lake City 2002,500m-women,25,KOR,Seon Yeon Cho,77.600
Salt Lake City 2002,500m-women,26,AUT,Emese Hunyady,77.600
Salt Lake City 2002,500m-women,27,HUN,Krisztina Egyed,77.710
Salt Lake City 2002,500m-women,28,BLR,Svetlana Radkevich,78.260
Salt Lake City 2002,500m-women,29,KOR,Yong Joo Lee,78.630
Salt Lake City 2002,500m-women,30,CHN,Aihua Xing,78.790
Salt Lake City 2002,1000m-men,1,NED,Gerard Van Velde,00:01:07.180
Salt Lake City 2002,1000m-men,2,NED,Jan Bos,WR
Salt Lake City 2002,1000m-men,3,USA,Joey Cheek,00:01:07.530
Salt Lake City 2002,1000m-men,4,USA,Kip Carpenter,00:01:07.610
Salt Lake City 2002,1000m-men,5,NED,Erben Wennemars,00:01:07.890
Salt Lake City 2002,1000m-men,6,USA,Nick Pearson,00:01:07.950
Salt Lake City 2002,1000m-men,7,USA,Casey Fitzrandolph,00:01:07.970
Salt Lake City 2002,1000m-men,8,KOR,Kyou Hyuk Lee,00:01:08.150
Salt Lake City 2002,1000m-men,9,RUS,Sergey Klevchenya,00:01:08.370
Salt Lake City 2002,1000m-men,10,FIN,Janne Hanninen,00:01:08.410
Salt Lake City 2002,1000m-men,11,NOR,Adne Sondral,00:01:08.450
Salt Lake City 2002,1000m-men,12,KOR,Jae Bong Choi,00:01:08.640
Salt Lake City 2002,1000m-men,13,CAN,Jeremy Wotherspoon,00:01:08.810
Salt Lake City 2002,1000m-men,14,CAN,Michael Ireland,OR
Salt Lake City 2002,1000m-men,15,JPN,Yusuke Imai,00:01:08.820
Salt Lake City 2002,1000m-men,16,JPN,Toyoki Takeda,00:01:08.880
Salt Lake City 2002,1000m-men,17,NED,Ids Postma,00:01:08.900
Salt Lake City 2002,1000m-men,18,RUS,Dmitry Lobkov,00:01:08.950
Salt Lake City 2002,1000m-men,19,CAN,Patrick Bouchard,00:01:09.150
Salt Lake City 2002,1000m-men,20,CAN,Kevin Marshall,OR
Salt Lake City 2002,1000m-men,21,POL,Tomasz Swist,00:01:09.200
Salt Lake City 2002,1000m-men,22,JPN,Manabu Horii,00:01:09.210
Salt Lake City 2002,1000m-men,23,RUS,Yevgeny Lalenkov,00:01:09.260
Salt Lake City 2002,1000m-men,24,GER,Michael Kuenzel,00:01:09.480
Salt Lake City 2002,1000m-men,25,KOR,Cheol Su Kim,00:01:09.500
Salt Lake City 2002,1000m-men,26,ITA,Davide Carta,00:01:09.550
Salt Lake City 2002,1000m-men,27,KAZ,Sergey Tsybenko,00:01:09.640
Salt Lake City 2002,1000m-men,28,NOR,Petter Andersen,00:01:09.790
Salt Lake City 2002,1000m-men,29,POL,Pawel Abratkiewicz,OR
Salt Lake City 2002,1000m-men,30,GER,Christian Breuer,00:01:09.810
Salt Lake City 2002,1000m-men,31,HUN,Zsolt Balo,00:01:10.130
Salt Lake City 2002,1000m-men,32,KOR,Jae Man Park,00:01:10.140
Salt Lake City 2002,1000m-men,33,FIN,Risto Rosendahl,00:01:10.210
Salt Lake City 2002,1000m-men,34,GER,Jan Friesinger,00:01:10.380
Salt Lake City 2002,1000m-men,35,CHN,Hin Yu Li,00:01:10.570
Salt Lake City 2002,1000m-men,36,ITA,Dino Gillarduzzi,00:01:10.670
Salt Lake City 2002,1000m-men,37,UKR,Andrey Fomin,00:01:10.700
Salt Lake City 2002,1000m-men,38,FRA,Cedric Kuentz,00:01:10.710
Salt Lake City 2002,1000m-men,39,NOR,Grunde Njös,00:01:10.780
Salt Lake City 2002,1000m-men,40,CHN,Fengtong Yu,00:01:10.960
Salt Lake City 2002,1000m-men,41,BLR,Igor Makovetsky,00:01:11.040
Salt Lake City 2002,1000m-men,42,BLR,Aleksey Khatylyov,00:01:11.260
Salt Lake City 2002,1000m-men,43,CZE,David Kramar,00:01:11.310
Salt Lake City 2002,1000m-men,44,JPN,Hiroyuki Noake,00:01:12.070
Salt Lake City 2002,1000m-women,1,USA,Christine Witty,00:01:13.830
Salt Lake City 2002,1000m-women,2,GER,Sabine Voelker,WR
Salt Lake City 2002,1000m-women,3,USA,Jennifer Rodriguez,00:01:13.960
Salt Lake City 2002,1000m-women,4,NED,Marianne Timmer,00:01:14.240
Salt Lake City 2002,1000m-women,5,GER,Anni Friesinger,00:01:14.450
Salt Lake City 2002,1000m-women,6,GER,Monique Garbrecht Enfeldt,OR
Salt Lake City 2002,1000m-women,7,JPN,Aki Tonoike,00:01:14.470
Salt Lake City 2002,1000m-women,8,NED,Andrea Nuyt,00:01:14.600
Salt Lake City 2002,1000m-women,9,CAN,Catriona Le May Doan,00:01:14.640
Salt Lake City 2002,1000m-women,10,ITA,Chiara Simionato,00:01:14.650
Salt Lake City 2002,1000m-women,11,RUS,Svetlana Zhurova,00:01:14.720
Salt Lake City 2002,1000m-women,12,BLR,Anzhelika Kotyuga,00:01:14.860
Salt Lake City 2002,1000m-women,13,CAN,Cindy Klassen,00:01:15.020
Salt Lake City 2002,1000m-women,14,USA,Amy Sannes,00:01:15.030
Salt Lake City 2002,1000m-women,15,NED,Annamarie Thomas,OR
Salt Lake City 2002,1000m-women,16,USA,Becky Sundstrom,00:01:15.080
Salt Lake City 2002,1000m-women,17,JPN,Eriko Sanmiya,00:01:15.090
Salt Lake City 2002,1000m-women,18,NED,Marieke Wijsman,00:01:15.200
Salt Lake City 2002,1000m-women,18,JPN,Sayuri Osuga,00:01:15.880
Salt Lake City 2002,1000m-women,20,RUS,Varvara Barysheva,00:01:16.260
Salt Lake City 2002,1000m-women,21,GER,Marion Wohlrab,00:01:16.480
Salt Lake City 2002,1000m-women,22,CHN,Li Song,00:01:16.480
Salt Lake City 2002,1000m-women,23,RUS,Svetlana Kaykan,00:01:16.490
Salt Lake City 2002,1000m-women,24,HUN,Krisztina Egyed,OR
Salt Lake City 2002,1000m-women,25,CHN,Hua Jin,00:01:16.510
Salt Lake City 2002,1000m-women,26,CHN,Manli Wang,00:01:16.710
Salt Lake City 2002,1000m-women,27,CAN,Susan Auch,00:01:16.930
Salt Lake City 2002,1000m-women,28,KAZ,Lyudmila Prokasheva,00:01:17.110
Salt Lake City 2002,1000m-women,29,KOR,Seon Yeon Cho,00:01:17.350
Salt Lake City 2002,1000m-women,30,CHN,Yanchun You,00:01:17.370
Salt Lake City 2002,1000m-women,31,KOR,Yong Joo Lee,00:01:17.890
Salt Lake City 2002,1000m-women,32,KOR,Seung Yong Choi,00:01:18.190
Salt Lake City 2002,1000m-women,33,BLR,Svetlana Radkevich,00:01:18.360
Salt Lake City 2002,1000m-women,34,ROU,Andrea Jakab,00:01:18.740
Salt Lake City 2002,1000m-women,35,UKR,Olena Miahkykh,00:01:18.790
Salt Lake City 2002,1500m-men,1,USA,Derek Parra,00:01:43.950
Salt Lake City 2002,1500m-men,2,NED,Jochem Uytdehaage,WR
Salt Lake City 2002,1500m-men,3,NOR,Adne Sondral,00:01:44.570
Salt Lake City 2002,1500m-men,4,USA,Joey Cheek,WR
Salt Lake City 2002,1500m-men,5,NED,Ids Postma,00:01:45.260
Salt Lake City 2002,1500m-men,6,USA,Nick Pearson,00:01:45.340
Salt Lake City 2002,1500m-men,7,NED,Jan Bos,00:01:45.410
Salt Lake City 2002,1500m-men,8,KOR,Kyou Hyuk Lee,00:01:45.510
Salt Lake City 2002,1500m-men,9,NED,Rintje Ritsma,OR
Salt Lake City 2002,1500m-men,10,RUS,Yevgeny Lalenkov,00:01:45.630
Salt Lake City 2002,1500m-men,11,RUS,Dmitry Shepel,00:01:45.820
Salt Lake City 2002,1500m-men,12,CAN,Dustin Molicki,00:01:45.860
Salt Lake City 2002,1500m-men,13,FIN,Janne Hanninen,00:01:45.970
Salt Lake City 2002,1500m-men,14,USA,Jp Shilling,00:01:45.980
Salt Lake City 2002,1500m-men,15,JPN,Hiroyuki Noake,OR
Salt Lake City 2002,1500m-men,16,KAZ,Sergey Tsybenko,00:01:46.000
Salt Lake City 2002,1500m-men,17,CAN,Kevin Marshall,00:01:46.040
Salt Lake City 2002,1500m-men,18,CAN,Steven Elm,00:01:46.290
Salt Lake City 2002,1500m-men,19,KAZ,Radik Bikchentayev,00:01:46.380
Salt Lake City 2002,1500m-men,20,NOR,Petter Andersen,00:01:46.400
Salt Lake City 2002,1500m-men,21,KOR,Jae Bong Choi,00:01:46.750
Salt Lake City 2002,1500m-men,22,RUS,Aleksandr Kibalko,00:01:46.990
Salt Lake City 2002,1500m-men,23,JPN,Takaharu Nakajima,00:01:47.040
Salt Lake City 2002,1500m-men,24,ITA,Stefano Donagrandi,00:01:47.210
Salt Lake City 2002,1500m-men,25,JPN,Keiji Shirahata,00:01:47.260
Salt Lake City 2002,1500m-men,26,ITA,Enrico Fabris,00:01:47.630
Salt Lake City 2002,1500m-men,27,FIN,Vesa Rosendahl,00:01:47.640
Salt Lake City 2002,1500m-men,28,CAN,Philippe Marois,00:01:47.720
Salt Lake City 2002,1500m-men,29,FRA,Cedric Kuentz,00:01:47.780
Salt Lake City 2002,1500m-men,30,HUN,Zsolt Balo,00:01:47.830
Salt Lake City 2002,1500m-men,31,ITA,Roberto Sighel,00:01:48.020
Salt Lake City 2002,1500m-men,32,FIN,Risto Rosendahl,00:01:48.130
Salt Lake City 2002,1500m-men,33,KOR,Joon Mun,00:01:48.200
Salt Lake City 2002,1500m-men,34,JPN,Yusuke Imai,00:01:48.270
Salt Lake City 2002,1500m-men,35,NOR,Eskil Ervik,00:01:48.400
Salt Lake City 2002,1500m-men,36,KAZ,Nikolay Ulyanin,00:01:48.570
Salt Lake City 2002,1500m-men,37,RUS,Vadim Sayutin,00:01:48.580
Salt Lake City 2002,1500m-men,38,SWE,Johan Rojler,00:01:48.760
Salt Lake City 2002,1500m-men,39,KAZ,Vladimir Kostin,00:01:49.240
Salt Lake City 2002,1500m-men,40,BLR,Igor Makovetsky,00:01:49.420
Salt Lake City 2002,1500m-men,41,GER,Jan Friesinger,00:01:49.450
Salt Lake City 2002,1500m-men,42,KOR,Sang Yeop Yeo,00:01:49.500
Salt Lake City 2002,1500m-men,43,UKR,Andrey Fomin,00:01:49.570
Salt Lake City 2002,1500m-men,43,GER,Frank Dittrich,00:01:50.150
Salt Lake City 2002,1500m-men,45,CHN,Yongbin Ma,00:01:50.260
Salt Lake City 2002,1500m-men,46,CHN,Guangbin Liu,00:01:50.700
Salt Lake City 2002,1500m-men,47,BLR,Aleksey Khatylyov,00:01:51.020
Salt Lake City 2002,1500m-women,1,GER,Anni Friesinger,00:01:54.020
Salt Lake City 2002,1500m-women,2,GER,Sabine Voelker,WR
Salt Lake City 2002,1500m-women,3,USA,Jennifer Rodriguez,00:01:54.970
Salt Lake City 2002,1500m-women,4,CAN,Cindy Klassen,00:01:55.320
Salt Lake City 2002,1500m-women,5,USA,Christine Witty,00:01:55.590
Salt Lake City 2002,1500m-women,6,GER,Claudia Pechstein,00:01:55.710
Salt Lake City 2002,1500m-women,7,NED,Tonny De Jong,OR
Salt Lake City 2002,1500m-women,8,USA,Amy Sannes,00:01:55.930
Salt Lake City 2002,1500m-women,9,JPN,Maki Tabata,00:01:56.020
Salt Lake City 2002,1500m-women,10,RUS,Varvara Barysheva,00:01:56.290
Salt Lake City 2002,1500m-women,11,NED,Annamarie Thomas,00:01:56.350
Salt Lake City 2002,1500m-women,12,AUT,Emese Hunyady,00:01:56.440
Salt Lake City 2002,1500m-women,13,USA,Becky Sundstrom,OR
Salt Lake City 2002,1500m-women,14,JPN,Aki Tonoike,00:01:56.450
Salt Lake City 2002,1500m-women,15,CHN,Li Song,00:01:56.510
Salt Lake City 2002,1500m-women,16,ITA,Chiara Simionato,00:01:57.330
Salt Lake City 2002,1500m-women,17,RUS,Tatyana Trapeznikova,00:01:57.970
Salt Lake City 2002,1500m-women,18,RUS,Valentina Yakshina,00:01:58.310
Salt Lake City 2002,1500m-women,19,CHN,Yang Gao,00:01:58.520
Salt Lake City 2002,1500m-women,20,CAN,Kristina Groves,00:01:59.000
Salt Lake City 2002,1500m-women,21,NED,Marianne Timmer,00:01:59.280
Salt Lake City 2002,1500m-women,22,GER,Marion Wohlrab,00:01:59.510
Salt Lake City 2002,1500m-women,23,HUN,Krisztina Egyed,00:01:59.540
Salt Lake City 2002,1500m-women,24,JPN,Yayoi Nagaoka,00:01:59.600
Salt Lake City 2002,1500m-women,25,CAN,Cindy Overland,00:01:59.670
Salt Lake City 2002,1500m-women,26,POL,Katarzyna Bachleda Curus,00:01:59.860
Salt Lake City 2002,1500m-women,27,ITA,Nicola Mayr,00:01:59.930
Salt Lake City 2002,1500m-women,28,CHN,Xiaolei Zhang,00:02:00.020
Salt Lake City 2002,1500m-women,29,KOR,Yun Suk Choi,00:02:00.590
Salt Lake City 2002,1500m-women,29,JPN,Yuri Obara,00:02:00.730
Salt Lake City 2002,1500m-women,31,ROU,Andrea Jakab,00:02:01.230
Salt Lake City 2002,1500m-women,32,KAZ,Anzhelika Gavrilova,00:02:01.390
Salt Lake City 2002,1500m-women,33,KOR,Eun Bi Bak,00:02:01.390
Salt Lake City 2002,1500m-women,34,BLR,Svetlana Chepelnikova,00:02:02.230
Salt Lake City 2002,1500m-women,35,LAT,Ilonda Luse,00:02:03.220
Salt Lake City 2002,1500m-women,36,ROU,Daniela Oltean,00:02:03.870
Salt Lake City 2002,1500m-women,37,KAZ,Marina Pupina,00:02:04.060
Salt Lake City 2002,1500m-women,38,UKR,Olena Miahkykh,00:02:04.250
Salt Lake City 2002,3000m-women,1,GER,Claudia Pechstein,00:03:57.700
Salt Lake City 2002,3000m-women,2,NED,Renate Groenewold,WR
Salt Lake City 2002,3000m-women,3,CAN,Cindy Klassen,00:03:58.940
Salt Lake City 2002,3000m-women,4,GER,Anni Friesinger,00:03:58.970
Salt Lake City 2002,3000m-women,5,NED,Tonny De Jong,00:03:59.390
Salt Lake City 2002,3000m-women,6,JPN,Maki Tabata,OR
Salt Lake City 2002,3000m-women,7,USA,Jennifer Rodriguez,00:04:00.490
Salt Lake City 2002,3000m-women,8,CAN,Kristina Groves,00:04:03.630
Salt Lake City 2002,3000m-women,9,AUT,Emese Hunyady,00:04:04.990
Salt Lake City 2002,3000m-women,10,CAN,Clara Hughes,00:04:06.440
Salt Lake City 2002,3000m-women,11,NED,Gretha Smit,OR
Salt Lake City 2002,3000m-women,12,GER,Daniela Anschuetz,00:04:06.550
Salt Lake City 2002,3000m-women,13,USA,Catherine Raney Norman,OR
Salt Lake City 2002,3000m-women,14,RUS,Varvara Barysheva,00:04:06.570
Salt Lake City 2002,3000m-women,15,RUS,Tatyana Trapeznikova,00:04:07.410
Salt Lake City 2002,3000m-women,16,KAZ,Lyudmila Prokasheva,00:04:07.550
Salt Lake City 2002,3000m-women,17,RUS,Valentina Yakshina,00:04:07.590
Salt Lake City 2002,3000m-women,18,JPN,Nami Nemoto,00:04:08.020
Salt Lake City 2002,3000m-women,19,JPN,Eriko Seo,00:04:08.490
Salt Lake City 2002,3000m-women,20,CHN,Yang Gao,00:04:09.740
Salt Lake City 2002,3000m-women,21,USA,Annie Driscoll,00:04:11.480
Salt Lake City 2002,3000m-women,22,ITA,Nicola Mayr,00:04:11.920
Salt Lake City 2002,3000m-women,23,CHN,Xiaolei Zhang,00:04:12.330
Salt Lake City 2002,3000m-women,24,ROU,Andrea Jakab,00:04:12.390
Salt Lake City 2002,3000m-women,25,KOR,Eun Bi Bak,00:04:15.610
Salt Lake City 2002,3000m-women,26,POL,Katarzyna Bachleda Curus,00:04:15.790
Salt Lake City 2002,3000m-women,27,KAZ,Marina Pupina,00:04:16.530
Salt Lake City 2002,3000m-women,28,KAZ,Anzhelika Gavrilova,00:04:17.030
Salt Lake City 2002,3000m-women,29,ROU,Daniela Oltean,00:04:18.150
Salt Lake City 2002,3000m-women,30,LAT,Ilonda Luse,00:04:19.100
Salt Lake City 2002,3000m-women,31,UKR,Olena Miahkykh,00:04:20.040
Salt Lake City 2002,3000m-women,32,BLR,Svetlana Chepelnikova,00:04:20.360
Salt Lake City 2002,5000m-men,1,NED,Jochem Uytdehaage,00:06:14.660
Salt Lake City 2002,5000m-men,2,USA,Derek Parra,WR
Salt Lake City 2002,5000m-men,3,GER,Jens Boden,00:06:17.980
Salt Lake City 2002,5000m-men,4,RUS,Dmitry Shepel,WR
Salt Lake City 2002,5000m-men,5,USA,K C Boutiette,00:06:21.730
Salt Lake City 2002,5000m-men,6,NED,Carl Verheijen,OR
Salt Lake City 2002,5000m-men,7,ITA,Roberto Sighel,00:06:21.850
Salt Lake City 2002,5000m-men,8,BEL,Bart Veldkamp,00:06:22.970
Salt Lake City 2002,5000m-men,9,GER,Frank Dittrich,00:06:24.710
Salt Lake City 2002,5000m-men,10,NOR,Lasse Saetre,00:06:25.110
Salt Lake City 2002,5000m-men,11,CAN,Dustin Molicki,00:06:25.880
Salt Lake City 2002,5000m-men,12,JPN,Toshihiko Itokawa,00:06:25.890
Salt Lake City 2002,5000m-men,13,JPN,Keiji Shirahata,00:06:25.920
Salt Lake City 2002,5000m-men,14,POL,Pawel Zygmunt,00:06:26.290
Salt Lake City 2002,5000m-men,15,USA,Jondon Trevena,00:06:27.520
Salt Lake City 2002,5000m-men,16,ITA,Enrico Fabris,00:06:28.950
Salt Lake City 2002,5000m-men,17,JPN,Hiroki Hirako,00:06:29.710
Salt Lake City 2002,5000m-men,18,CAN,Mark Knoll,00:06:30.150
Salt Lake City 2002,5000m-men,19,KAZ,Radik Bikchentayev,00:06:30.190
Salt Lake City 2002,5000m-men,20,ITA,Stefano Donagrandi,00:06:30.460
Salt Lake City 2002,5000m-men,21,NOR,Eskil Ervik,00:06:30.630
Salt Lake City 2002,5000m-men,22,SWE,Johan Rojler,00:06:31.470
Salt Lake City 2002,5000m-men,23,CAN,Steven Elm,00:06:32.370
Salt Lake City 2002,5000m-men,24,FRA,Cedric Kuentz,00:06:32.800
Salt Lake City 2002,5000m-men,25,RUS,Vadim Sayutin,00:06:33.180
Salt Lake City 2002,5000m-men,26,NOR,Stian Bjorge,00:06:34.760
Salt Lake City 2002,5000m-men,27,RUS,Yury Kokhanets,00:06:35.050
Salt Lake City 2002,5000m-men,28,KOR,Seung Hwan Lee,00:06:35.330
Salt Lake City 2002,5000m-men,29,KAZ,Sergey Ilyushchenko,00:06:36.040
Salt Lake City 2002,5000m-men,30,NED,Bob Johannes Carolus De Jong,00:06:36.480
Salt Lake City 2002,5000m-men,31,KAZ,Vladimir Kostin,00:06:37.670
Salt Lake City 2002,5000m-men,32,GER,Rene Taubenrauch,00:06:38.090
Salt Lake City 2002,5000m-women,1,GER,Claudia Pechstein,00:06:46.910
Salt Lake City 2002,5000m-women,2,NED,Gretha Smit,WR
Salt Lake City 2002,5000m-women,3,CAN,Clara Hughes,00:06:49.220
Salt Lake City 2002,5000m-women,4,CAN,Cindy Klassen,WR
Salt Lake City 2002,5000m-women,5,RUS,Varvara Barysheva,00:06:53.530
Salt Lake City 2002,5000m-women,6,GER,Anni Friesinger,00:06:55.890
Salt Lake City 2002,5000m-women,7,NED,Tonny De Jong,00:06:56.970
Salt Lake City 2002,5000m-women,8,JPN,Maki Tabata,00:06:58.390
Salt Lake City 2002,5000m-women,9,USA,Catherine Raney Norman,00:07:01.170
Salt Lake City 2002,5000m-women,10,CAN,Kristina Groves,00:07:06.320
Salt Lake City 2002,5000m-women,11,RUS,Valentina Yakshina,00:07:06.890
Salt Lake City 2002,5000m-women,12,GER,Daniela Anschuetz,00:07:07.160
Salt Lake City 2002,5000m-women,13,NED,Marja Vis,00:07:08.420
Salt Lake City 2002,5000m-women,14,USA,Annie Driscoll,00:07:10.170
Salt Lake City 2002,10000m-men,1,NED,Jochem Uytdehaage,00:12:58.920
Salt Lake City 2002,10000m-men,2,NED,Gianni Romme,WR
Salt Lake City 2002,10000m-men,3,NOR,Lasse Saetre,00:13:10.030
Salt Lake City 2002,10000m-men,4,JPN,Keiji Shirahata,OR
Salt Lake City 2002,10000m-men,5,GER,Jens Boden,00:13:16.920
Salt Lake City 2002,10000m-men,6,RUS,Dmitry Shepel,00:13:20.400
Salt Lake City 2002,10000m-men,7,ITA,Roberto Sighel,00:13:23.430
Salt Lake City 2002,10000m-men,8,NOR,Kjell Storelid,00:13:23.830
Salt Lake City 2002,10000m-men,9,BEL,Bart Veldkamp,00:13:26.190
Salt Lake City 2002,10000m-men,10,GER,Frank Dittrich,00:13:27.240
Salt Lake City 2002,10000m-men,11,JPN,Toshihiko Itokawa,00:13:27.480
Salt Lake City 2002,10000m-men,12,USA,Jason Hedstrand,00:13:28.730
Salt Lake City 2002,10000m-men,13,USA,Derek Parra,00:13:31.960
Salt Lake City 2002,10000m-men,14,POL,Pawel Zygmunt,00:13:32.990
Salt Lake City 2002,10000m-men,15,NED,Bob Johannes Carolus De Jong,00:13:33.440
Salt Lake City 2002,10000m-men,16,CAN,Dustin Molicki,00:13:35.500
Turin 2006,1000m-men,1,USA,Shani Davis,00:01:08.890
Turin 2006,1000m-men,2,USA,Joey Cheek,00:01:09.160
Turin 2006,1000m-men,3,NED,Erben Wennemars,00:01:09.320
Turin 2006,1000m-men,4,KOR,Kyou Hyuk Lee,00:01:09.370
Turin 2006,1000m-men,5,NED,Jan Bos,00:01:09.420
Turin 2006,1000m-men,6,USA,Chad Hedrick,00:01:09.450
Turin 2006,1000m-men,7,RUS,Yevgeny Lalenkov,00:01:09.460
Turin 2006,1000m-men,8,NED,Stefan Groothuis,00:01:09.570
Turin 2006,1000m-men,9,USA,Casey Fitzrandolph,00:01:09.590
Turin 2006,1000m-men,10,RUS,Dmitry Dorofeyev,00:01:09.740
Turin 2006,1000m-men,11,CAN,Jeremy Wotherspoon,00:01:09.760
Turin 2006,1000m-men,12,NED,Beorn Nijenhuis,00:01:09.850
Turin 2006,1000m-men,13,POL,Konrad Niedzwiedzki,00:01:09.950
Turin 2006,1000m-men,14,NOR,Mikael Flygind Larsen,00:01:10.130
Turin 2006,1000m-men,15,RUS,Alexey Proshin,00:01:10.140
Turin 2006,1000m-men,16,CAN,François Olivier Roberge,00:01:10.200
Turin 2006,1000m-men,17,KOR,Jae Bong Choi,00:01:10.230
Turin 2006,1000m-men,18,NOR,Petter Andersen,00:01:10.380
Turin 2006,1000m-men,19,CAN,Denny Morrison,00:01:10.440
Turin 2006,1000m-men,20,JPN,Yusuke Imai,00:01:10.480
Turin 2006,1000m-men,21,RUS,Aleksandr Kibalko,00:01:10.500
Turin 2006,1000m-men,22,KOR,Kang Seok Lee,00:01:10.520
Turin 2006,1000m-men,23,NOR,Even Wetten,00:01:10.570
Turin 2006,1000m-men,24,KOR,Joon Mun,00:01:10.660
Turin 2006,1000m-men,25,FIN,Janne Hanninen,00:01:10.830
Turin 2006,1000m-men,26,FIN,Mika Poutala,00:01:11.030
Turin 2006,1000m-men,27,JPN,Takaharu Nakajima,00:01:11.100
Turin 2006,1000m-men,28,JPN,Takahiro Ushiyama,00:01:11.210
Turin 2006,1000m-men,29,CAN,Steven Elm,00:01:11.360
Turin 2006,1000m-men,30,ITA,Maurizio Carnino,00:01:11.440
Turin 2006,1000m-men,31,FIN,Pekka Koskela,00:01:11.450
Turin 2006,1000m-men,32,JPN,Keiichiro Nagashima,00:01:11.780
Turin 2006,1000m-men,33,CHN,Weijiang An,00:01:11.800
Turin 2006,1000m-men,34,CHN,Fengtong Yu,00:01:11.900
Turin 2006,1000m-men,35,CHN,Zhongqi Zhang,00:01:12.290
Turin 2006,1000m-men,36,KAZ,Aleksandr Zhigin,00:01:12.360
Turin 2006,1000m-men,37,FIN,Risto Rosendahl,00:01:12.600
Turin 2006,1000m-men,38,CHN,Zhuo Lu,00:01:12.690
Turin 2006,1000m-women,1,NED,Marianne Timmer,00:01:16.050
Turin 2006,1000m-women,2,CAN,Cindy Klassen,00:01:16.090
Turin 2006,1000m-women,3,GER,Anni Friesinger,00:01:16.110
Turin 2006,1000m-women,4,NED,Ireen Wüst,00:01:16.390
Turin 2006,1000m-women,5,CAN,Kristina Groves,00:01:16.540
Turin 2006,1000m-women,6,NED,Barbara De Loor,00:01:16.730
Turin 2006,1000m-women,7,RUS,Svetlana Zhurova,00:01:17.130
Turin 2006,1000m-women,8,POL,Katarzyna Bachleda Curus,00:01:17.280
Turin 2006,1000m-women,9,RUS,Yekaterina Abramova,00:01:17.330
Turin 2006,1000m-women,10,USA,Jennifer Rodriguez,00:01:17.470
Turin 2006,1000m-women,11,RUS,Varvara Barysheva,00:01:17.520
Turin 2006,1000m-women,11,RUS,Yekaterina Lobysheva,00:01:17.520
Turin 2006,1000m-women,13,ITA,Chiara Simionato,00:01:17.530
Turin 2006,1000m-women,14,CAN,Christine Nesbitt,00:01:17.540
Turin 2006,1000m-women,15,JPN,Sayuri Yoshii,00:01:17.580
Turin 2006,1000m-women,16,JPN,Tomomi Okazaki,00:01:17.630
Turin 2006,1000m-women,17,JPN,Maki Tabata,00:01:17.640
Turin 2006,1000m-women,17,JPN,Aki Tonoike,00:01:17.640
Turin 2006,1000m-women,19,KOR,Sang Hwa Lee,00:01:17.780
Turin 2006,1000m-women,20,CHN,Manli Wang,00:01:17.900
Turin 2006,1000m-women,21,GER,Sabine Voelker,00:01:17.970
Turin 2006,1000m-women,22,GER,Judith Dannhauer,00:01:17.980
Turin 2006,1000m-women,23,NED,Annette Gerritsen,00:01:18.330
Turin 2006,1000m-women,24,CAN,Shannon Rempel,00:01:18.350
Turin 2006,1000m-women,25,USA,Amy Sannes,00:01:18.500
Turin 2006,1000m-women,26,KOR,Ju Youn Lee,00:01:18.660
Turin 2006,1000m-women,27,USA,Christine Witty,00:01:18.700
Turin 2006,1000m-women,28,KOR,You Lim Kim,00:01:18.770
Turin 2006,1000m-women,29,CHN,Beixing Wang,00:01:19.030
Turin 2006,1000m-women,30,GER,Pamela Zoellner,00:01:19.300
Turin 2006,1000m-women,31,CHN,Shuang Zhang,00:01:19.910
Turin 2006,1000m-women,32,USA,Elli Ochowicz,00:01:19.940
Turin 2006,1000m-women,33,BLR,Svetlana Radkevich,00:01:20.110
Turin 2006,1000m-women,34,KOR,Bo Ra Lee,00:01:21.190
Turin 2006,1000m-women,35,ROU,Daniela Oltean,00:01:21.700
Turin 2006,1500m-men,1,ITA,Enrico Fabris,00:01:45.970
Turin 2006,1500m-men,2,USA,Shani Davis,00:01:46.130
Turin 2006,1500m-men,3,USA,Chad Hedrick,00:01:46.220
Turin 2006,1500m-men,4,NED,Simon Kuipers,00:01:46.580
Turin 2006,1500m-men,5,NED,Erben Wennemars,00:01:46.710
Turin 2006,1500m-men,6,RUS,Ivan Skobrev,00:01:46.910
Turin 2006,1500m-men,7,NOR,Petter Andersen,00:01:47.150
Turin 2006,1500m-men,8,NOR,Mikael Flygind Larsen,00:01:47.280
Turin 2006,1500m-men,9,USA,Joey Cheek,00:01:47.520
Turin 2006,1500m-men,10,NOR,Even Wetten,00:01:47.780
Turin 2006,1500m-men,11,CAN,Denny Morrison,00:01:48.040
Turin 2006,1500m-men,12,POL,Konrad Niedzwiedzki,00:01:48.090
Turin 2006,1500m-men,12,CAN,Steven Elm,00:01:48.090
Turin 2006,1500m-men,14,KOR,Jong Woo Lee,00:01:48.110
Turin 2006,1500m-men,15,NED,Sven Kramer,00:01:48.360
Turin 2006,1500m-men,16,KOR,Joon Mun,00:01:48.380
Turin 2006,1500m-men,17,CAN,Arne Dankers,00:01:48.420
Turin 2006,1500m-men,18,ITA,Ippolito Sanfratello,00:01:48.440
Turin 2006,1500m-men,19,USA,Derek Parra,00:01:48.540
Turin 2006,1500m-men,20,NED,Jan Bos,00:01:48.610
Turin 2006,1500m-men,21,RUS,Dmitry Shepel,00:01:48.740
Turin 2006,1500m-men,22,ITA,Stefano Donagrandi,00:01:48.850
